元コード,商品コード,名称,単位,数単位,数量小数桁,単価小数桁,課税区分,在庫管理,在庫評価方法,主たる倉庫,担当,売上単価１,売上原価,仕入単価,標準原価,商品分類1,商品分類2,商品分類3
B9847,N/B9847,B9847:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(SJ)<110T>BR100/26 :<Z1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B9857,N/B9857,B9857:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(SJ)<110T>BR100/26 :<S1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
B9867,N/B9867,B9867:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<Z1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
B9877,N/B9877,B9877:撚糸賃:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<S1200>WM :                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
C0947,N/C0947,C0947:撚糸賃:C100% 60/- (ｷﾞｷｮｳ) :/2 <Z1200>WS : :                                      ,K,件,2,0,1,1,3,HARA,,,,,330,N,,
C1676,N/C1676,C1676:撚糸賃:CFY(C58ｿﾛ42)45/- :/2<S800>WS : :                                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
C3296,N/C3296,C3296:撚糸賃:R100%(BR)20/- /2 :<S800>WS : :                                            ,K,件,2,0,1,1,3,HARA,,,,,160,N,,
D0056,N/D0056,D0056:撚糸賃:ﾄﾘｸｼｵﾝF<120T>SDU108/24 :TAC<110T>BR100/26 :<S800>WS :                     ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D0087,N/D0087,D0087:撚糸賃:ﾄﾘｸｼｵﾝF<120T>SDU108/24 :(H) Z1200 WM : :                                  ,K,件,2,0,1,1,3,HARA,,,,,280,N,,
D0097,N/D0097,D0097:撚糸賃:ﾄﾘｸｼｵﾝF<120T>SDU108/24 :(H) S1200 WM : :                                  ,K,件,2,0,1,1,3,HARA,,,,,280,N,,
D0455,N/D0455,D0455:撚糸賃:TAC<84T>BR75/20(LP9) :<S750>WMｼｮｰﾄﾊﾟｰﾝ(8KRPM) : :                         ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D0655,N/D0655,D0655:撚糸賃:TAC(ES)<84T>BR75/20 :<S600>WMｼｮｰﾄﾊﾟｰﾝ(8KRPM) : :                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D0897,N/D0897,D0897:撚糸賃:ｿﾛ(EKT)F<84T>SD75/36 :<S1200>WM : :                                       ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D1588,N/D1588,D1588:撚糸賃:EF(A210)<33T>SD30/12 :RF<133T>BR120/44(ｲｰｸﾞﾚｯﾄ):(800+1400)<Z2200>ｲﾀﾘｰ :   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D1598,N/D1598,D1598:撚糸賃:EF(A210)<33T>SD30/12 :RF<133T>BR120/44(ｲｰｸﾞﾚｯﾄ):(800+1400)<S2200>ｲﾀﾘｰ :   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D1608,N/D1608,D1608:撚糸賃:EF(A210)<22T>SD20/12 :RF<84T>BR75/30(ｲｰｸﾞﾚｯﾄ) :(1400+1400)<Z2800>ｲﾀﾘｰ :   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D1618,N/D1618,D1618:撚糸賃:EF(A210)<22T>SD20/12 :RF<84T>BR75/30(ｲｰｸﾞﾚｯﾄ) :(1400+1400)<S2800>ｲﾀﾘｰ :   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D1708,N/D1708,D1708:撚糸賃:TAC<84T>BR75/20(LP9) :RF84TBR(ｲｰｸﾞﾚｯﾄ)Z1600ｲﾀﾘｰ:(RF=84D) <Z800>WS MK :    ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D1718,N/D1718,D1718:撚糸賃:TAC<84T>BR75/20(LP9) :RF84TBR(ｲｰｸﾞﾚｯﾄ)S1600ｲﾀﾘｰ:(RF=84D) <S800>WS MK :    ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D1844,N/D1844,D1844:撚糸賃:RF133TBR120/30ﾎﾜｲﾄM(W) :/2 <Z400>WS : :                                   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D2327,N/D2327,D2327:撚糸賃:OHS.2F<110T>SD100/24 :(9262) Z1200 WM : :                                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
D2337,N/D2337,D2337:撚糸賃:OHS.2F<110T>SD100/24 :(9262) S1200 WM : :                                 ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
D2357,N/D2357,D2357:撚糸賃:OHS.2F<110T>SD100/24 :(9262) S1200 WM 85ﾟ-30 : :                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D2606,N/D2606,D2606:撚糸賃:TAC<220T>BR200/34 /2 :RF<133T>BR120/30ﾎﾜｲﾄM(W) : <Z800>WS MK 15ｼﾃｲ :      ,K,件,2,0,1,1,3,HARA,,,,,280,N,,
D3294,N/D3294,D3294:撚糸賃:ﾃｨﾌｨｺTF<167T>BB150/72 :(HB) S400 WM : :                                   ,K,件,2,0,1,1,3,HARA,,,,,130,N,,
D3833,N/D3833,D3833:撚糸賃:RF<133T>SD120/44 :(ｲｰｸﾞﾚｯﾄ)/3 <S300>WS : :                                ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D3896,N/D3896,D3896:撚糸賃:ﾚﾝﾎﾞｳRF<133T>BR120/44 :(ｲｰｸﾞﾚｯﾄ) S800WM : :                               ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
D3907,N/D3907,D3907:撚糸賃:ﾚﾝﾎﾞｳRF<133T>BR120/44 :(ｲｰｸﾞﾚｯﾄ) Z1500 WM : :                             ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
D3917,N/D3917,D3917:撚糸賃:ﾚﾝﾎﾞｳRF<133T>BR120/44 :(ｲｰｸﾞﾚｯﾄ) S1500 WM : :                             ,K,件,2,0,1,1,3,HARA,,,,,350,N,,
D4867,N/D4867,D4867:撚糸賃:Z10F<110T>SD100/24(B29):Z1200 WM : :                                      ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D4877,N/D4877,D4877:撚糸賃:Z10F<110T>SD100/24(B29):S1200 WM : :                                      ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D5107,N/D5107,D5107:撚糸賃:Z10F<110T>SD100/24(B27):Z1200 WM : :                                      ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D5117,N/D5117,D5117:撚糸賃:Z10F<110T>SD100/24(B27):S1200 WM : :                                      ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
D5527,N/D5527,D5527:撚糸賃:ﾗｼｰﾅ(V210)<33T>SD30/12 :TAC(MTX)<61T>BR55/15 :<Z1600>WMｼｮｰﾄﾊﾟｰﾝ(9KRPM) :  ,K,件,2,0,1,1,3,HARA,,,,,400,N,,
D5537,N/D5537,D5537:撚糸賃:ﾗｼｰﾅ(V210)<33T>SD30/12 :TAC(MTX)<61T>BR55/15 :<S1600>WMｼｮｰﾄﾊﾟｰﾝ(9KRPM) :  ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
D9506,N/D9506,D9506:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#005)ｵﾌ /4 :<Z800>G :                              ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9526,N/D9526,D9526:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#051)Lﾌﾞﾙｰ /4 :<Z800>G :                           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9546,N/D9546,D9546:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#093)Nﾈｲﾋﾞｰ /4 :<Z800>G :                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9566,N/D9566,D9566:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#086)Lﾈｲﾋﾞｰ /4 :<Z800>G :                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9586,N/D9586,D9586:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#040)ﾌﾞﾙｰ /4 :<Z800>G :                            ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9606,N/D9606,D9606:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#022)ﾚｯﾄﾞ /4 :<Z800>G :                            ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
D9626,N/D9626,D9626:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#091)Tﾈｲﾋﾞｰ /4 :<Z800>G :                          ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
D9646,N/D9646,D9646:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#013)Nﾍﾞｰｼﾞｭ /4 :<Z800>G :                         ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
D9666,N/D9666,D9666:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#014)ﾏﾝｺﾞｰ /4 :<Z800>G :                           ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
D9686,N/D9686,D9686:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#007)Tﾍﾞｰｼﾞｭ /4 :<Z800>G :                         ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
D9706,N/D9706,D9706:撚糸賃:ｿﾛﾃｯｸｽ<84T>SD75/36 :(C/#097)ﾌﾞﾗｯｸ /4 :<Z800>G :                           ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E1725,N/E1725,E1725:撚糸賃:ﾅ.CDFSDY84TSD/36(8C375):ﾅﾝﾔCDPOYF<280T>SD250/48 :ﾄﾞｳｶﾘ <Z600>WS :         ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E1805,N/E1805,E1805:撚糸賃:ﾅ.CDFSDY84TSD/36(8C365):ﾅﾝﾔCDPOYF<280T>SD250/48 :ﾄﾞｳｶﾘ <Z600>WS :         ,K,件,2,0,1,1,3,HARA,,,,,180,N,,
E1814,N/E1814,E1814:撚糸賃:ﾅ.CDFSDY84TSD/36(8C365):ﾅﾝﾔCDPOYF<280T>SD250/48 :ﾄﾞｳｶﾘ <Z400>WS :         ,K,件,2,0,1,1,3,HARA,,,,,150,N,,
E2665,N/E2665,E2665:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔT.POY<255T>SD230/48 :ﾄﾞｳｶﾘ<Z600>WS :           ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
E4201,N/E4201,E4201:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔCDPOYF<280T>SD250/48 :ﾄﾞｳｶﾘ/2 <Z150>WS :       ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E4314,N/E4314,E4314:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔT.POYF<255T>SD230/48 :ﾄﾞｳｶﾘ<Z400>WS :          ,K,件,2,0,1,1,3,HARA,,,,,160,N,,
E4368,N/E4368,E4368:撚糸賃:ﾃｨﾌｨｺTF<110T>SD100/48 :KB.CDF84TSD75/24ﾄﾞｳｶMOIVF:(S200)WM/2<Z150>WS ｾｯﾄ70ﾟ,K,件,2,0,1,1,3,HARA,,,,,120,N,,
E4401,N/E4401,E4401:撚糸賃:ﾃ.TF<110T>SD100/48(20) :KB.CDF84TSD75/24ﾄﾞｳｶﾘMOLS:<Z150>G :               ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E4468,N/E4468,E4468:撚糸賃:ﾃ.TF<110T>SD100/48(20) :KB.CDF84TSD75/24ﾄﾞｳｶﾘMOLS:(S200)WM/2<Z150>WS ｾｯﾄ70,K,件,2,0,1,1,3,HARA,,,,,120,N,,
E4478,N/E4478,E4478:撚糸賃:S2842(TF110TXKB.CDF84T):ﾄﾞｳｶﾘMOLS (S200)WM/2 :W.ﾍﾞﾙﾄﾛﾝ22T/<Z150>G ｾｯﾄ70:  ,K,件,2,0,1,1,3,HARA,,,,,120,N,,
E5064,N/E5064,E5064:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔT.POYF<255T>SD230/48 :ﾄﾞｳｶﾘ /2<Z400>WS :       ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E5256,N/E5256,E5256:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔT.POYF<128T>SD115/36 :Sﾄﾞｳｶﾘ<S800>WS :         ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
E5266,N/E5266,E5266:撚糸賃:ﾅﾝﾔCDF<84T>SD75/36 :ﾅﾝﾔT.POYF<128T>SD115/36 :ﾄﾞｳｶﾘ<Z800>WS :              ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
E6917,N/E6917,E6917:撚糸賃:ﾜﾙﾂF<84T>SD75/36(Z275) :BB.F<56T>BR50/30 :ﾄﾞｳｶﾘMO(LS)<S1200>WM85ﾟ30:      ,K,件,2,0,1,1,3,HARA,,,,,330,N,,
E7146,N/E7146,E7146:撚糸賃:ﾅ.CDFSDY84TSD/36(8C373):ﾅﾝﾔCDPOYF140TSD/36(MC361):ﾄﾞｳｶﾘ <Z800>WS :        ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
E7206,N/E7206,E7206:撚糸賃:ﾅ.CDFSDY84TSD/36(8C369):ﾅﾝﾔCDPOYF140TSD/36(MC357):ﾄﾞｳｶﾘ <Z800>WS :        ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
E7264,N/E7264,E7264:撚糸賃:ﾅ.CDFSDY84TSD/36(8C361):ﾅﾝﾔCDPOYF140TSD/36(MC349):ﾄﾞｳｶﾘ <Z400>WS :        ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
E7384,N/E7384,E7384:撚糸賃:ﾅ.CDFSDY84TSD/36(8C373):ﾅﾝﾔCDPOYF140TSD/36(MC361):ﾄﾞｳｶﾘ <Z400>WS :        ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
E7414,N/E7414,E7414:撚糸賃:ﾅﾝﾔCDPOYW280TSD250/48S :(175D)(SA-2) Z400 WM : :                          ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
E8034,N/E8034,E8034:撚糸賃:ﾅﾝﾔCDPOY(MC347)W140T :SD125/36Z(SA-2) S400 WM : :                         ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
F1408,N/F1408,F1408:撚糸賃:ﾃ.ﾐﾙﾊﾟ190TSD170/63Gﾘﾝｸﾞ:TAC<135T>BR120/33/2(S700):TAC<135T>BR120/33 <Z400>,K,件,2,0,1,1,3,HARA,,,,,0,N,,
F1468,N/F1468,F1468:撚糸賃:ﾃ.ﾐﾙﾊﾟ190TSD170/63Gﾘﾝｸﾞ:TAC(ES)BR120/33/2(S700) :TAC(ES)BR120/33 <Z400>G :,K,件,2,0,1,1,3,HARA,,,,,0,N,,
F2017,N/F2017,F2017:撚糸賃:ﾃｨﾌｨｺTF<56T>SD50/24(ZF):TAC<84T>BR75/20(LP9) :ﾜﾙﾂFSD84T/(Z275)<Z1000>G7: ｺ,K,件,2,0,1,1,3,HARA,,,,,450,N,,
F2246,N/F2246,F2246:撚糸賃:ﾃ.TW110TSD/24Z(20)(70ﾟ):ﾃｨﾌｨｺTW167TSD/48Z(20)70ﾟC:ﾃ.TF56TSD/24(ZF) <S800>G,K,件,2,0,1,1,3,HARA,,,,,330,N,,
G1117,N/G1117,G1117:撚糸賃:ｿﾛ(EKT)F<56T>SD50/36 :TAC(ES)W<84T>BR75/20Z :<S1200>WS :                  ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
G1936,N/G1936,G1936:撚糸賃:EW<84T>SD75/36(SPX) :TAC(ES)<167T>BR150/40 :<S800>WS :                    ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
G2615,N/G2615,G2615:撚糸賃:ｿﾛﾃｯｸｽW<56T>SD50/36Z :TAC(SJ)<135T>BR120/33 :<S600>WS :                   ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
G3107,N/G3107,G3107:撚糸賃:TW<56T>SD50/36(S) :AC<84T>BR75/19(ｲｰｽﾄﾏﾝ) :<Z1800>ｲﾀﾘｰ :                  ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
G3117,N/G3117,G3117:撚糸賃:TW<56T>SD50/36(Z) :AC<84T>BR75/19(ｲｰｽﾄﾏﾝ) :<S1800>ｲﾀﾘｰ :                  ,K,件,2,0,1,1,3,HARA,,,,,250,N,,
G3934,N/G3934,G3934:撚糸賃:ﾃｨﾌｨｺTW110TSD(Z300)WMｻｷ:TAC<110T>BR100/26/2 : <Z400>G :                   ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
G3954,N/G3954,G3954:撚糸賃:ﾃｨﾌｨｺTW110TSD(Z300)WMｻｷ:TAC<110T>BR100/26 :<Z400>WS :                     ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
G4024,N/G4024,G4024:撚糸賃:ﾃｨﾌｨｺTW110TSD(Z300)WMｻｷ:TAC<110T>BR100/26/2 :<Z400>WS :                   ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
G4044,N/G4044,G4044:撚糸賃:ﾃｨﾌｨｺTW110TSD(Z300)WMｻｷ:TAC(ES)<110T>BR100/26/2 :<Z400>WS :               ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
G4064,N/G4064,G4064:撚糸賃:ﾃｨﾌｨｺTW110TSD(Z300)WMｻｷ:ｲｰｽﾄﾏﾝACF<84T>BR75/19/2 :<Z400>WS :               ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
G4888,N/G4888,G4888:撚糸賃:ﾅﾝﾔT.POYW128TSD115/36Z :ｵｰﾛﾗ120ｷﾘ88D S200 <Z400>G: :                      ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
H1137,N/H1137,H1137:撚糸賃:OHS.2F<110T>SD100/24 :ﾙﾐﾚｯﾄ85R15 40/-(ﾏﾙｲﾁｾﾝｲ) :<S1200>WS MK 85ﾟ-30 :     ,K,件,2,0,1,1,3,HARA,,,,,450,N,,
H3504,N/H3504,H3504:撚糸賃:TAC<167T>BR150/40 /2 :ｱｻ(RA)100% 60/- : <Z400>WS MK :                     ,K,件,2,0,1,1,3,HARA,,,,,170,N,,
H3544,N/H3544,H3544:撚糸賃:TAC<167T>BR150/40/2 :RA(ﾗﾐｰ)100%60/- :<Z400>WS MK :                       ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
H5815,N/H5815,H5815:撚糸賃:TAC<220T>BR200/34 :T50R LSL24/-(34Y) :<Z600>WS :                          ,K,件,2,0,1,1,3,HARA,,,,,170,N,,
H5835,N/H5835,H5835:撚糸賃:TAC(SJ)<220T>BR200/34 :T100%SL(34)24/-Y :<Z600>WS :                       ,K,件,2,0,1,1,3,HARA,,,,,180,N,,
J1024,N/J1024,J1024:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :PR.ﾃTF84T03FXﾄｰﾚN66F78T70:ﾀﾝｽﾗﾌﾞ <Z400>WS :       ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
J1184,N/J1184,J1184:撚糸賃:PR.ﾃTF84T03FXﾅﾝﾔCDF84T :PRﾃTF84T03FXRF84TﾎﾜｲﾄM(P):<Z400>WS :              ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
J3685,N/J3685,J3685:撚糸賃:TPA.Z10F56TSD50/12(B13):X TAC(ES)<84T>BR75/20 :TAC(ES)BR100/26<Z600>WS :  ,K,件,2,0,1,1,3,HARA,,,,,180,N,,
J3706,N/J3706,J3706:撚糸賃:TPA.CDZ10F<56T>SD50/12 :X BB.F<56T>BR50/30 :TAC<61T>BR55/15<Z800>WS :     ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
J3755,N/J3755,J3755:撚糸賃:PA.ﾃｨﾌｨｺTF110TSD100/24 :X TAC84TBR75/20(LP9) :/2<S600>WS ｾｯﾄ85ﾟC30 :      ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
J3935,N/J3935,J3935:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X TAC84TBR75/20(LP9) :/2<S600>WS ｾｯﾄ85ﾟC30 :      ,K,件,2,0,1,1,3,HARA,,,,,200,N,,
J3955,N/J3955,J3955:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X TAC(ES)84TBR75/20(LP9) :/2<S600>WS ｾｯﾄ85ﾟC30 :  ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
J6484,N/J6484,J6484:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X TAC<167T>BR150/40 ST5ｶｲ:T100%SD30/-(ﾈｼｱ) <Z400>W,K,件,2,0,1,1,3,HARA,,,,,140,N,,
J6524,N/J6524,J6524:撚糸賃:PA.ﾃｨﾌｨｺTFSD100/24(20) :X TAC(ES)BR167T40 ST5ｶｲ :TAC(ES)BR167T40<Z400>WS :,K,件,2,0,1,1,3,HARA,,,,,0,N,,
L3209,N/L3209,L3209:撚糸賃:ﾅｲﾛﾝﾀｽﾗﾝ160/- :<Z700>WS : :                                               ,K,件,2,0,1,1,3,HARA,,,,,300,N,,
W1385,N/W1385,W1385:撚糸賃:Z10F<56T>SD50/12(B13) :ﾅﾝﾔT.POYF<128T>SD115/36 :ﾄﾞｳｶﾘMOLS <Z600>WS :      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W1395,N/W1395,W1395:撚糸賃:Z10F<56T>SD50/12(B13) :ﾅﾝﾔT.POYF<128T>SD115/36 :ﾄﾞｳｶﾘMOLS <S600>WS :      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W1425,N/W1425,W1425:撚糸賃:Z10F<56T>SD50/12(B13) :ﾅﾝﾔT.POYF<128T>SD115/36 :ﾄﾞｳｶﾘMOLS <Z600>WM :      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W1435,N/W1435,W1435:撚糸賃:Z10F<56T>SD50/12(B13) :ﾅﾝﾔT.POYF<128T>SD115/36 :ﾄﾞｳｶﾘMOLS <S600>WM :      ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W1921,N/W1921,W1921:撚糸賃:ﾄｰﾚTF<84T>SD75/36(215) :ﾅﾝﾔT.POYF<255T>SD230/48 :ﾄﾞｳｶﾘ /2<Z150>WS :       ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
W2487,N/W2487,W2487:撚糸賃:Z10F<33T>SD30/12(B08) :TAC<84T>BR75/20(LP9) :/WA<Z1200>WMｼｮｰﾄﾊﾟｰﾝ6KRPM:   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W2497,N/W2497,W2497:撚糸賃:Z10F<33T>SD30/12(B08) :TAC<84T>BR75/20(LP9) :/WA<S1200>WMｼｮｰﾄﾊﾟｰﾝ6KRPM:   ,K,件,2,0,1,1,3,HARA,,,,,0,N,,
W2834,N/W2834,W2834:撚糸賃:ﾃｨﾌｨｺTF84TSD75/24(03F) :ﾅﾝﾔｴｺPOY(ｹﾐｶﾙ)278T(M96D5):ﾄﾞｳｶﾘ <Z400>WS :        ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
W2844,N/W2844,W2844:撚糸賃:T600EB<83T>SD75/36 :ﾅﾝﾔｴｺPOY(ｹﾐｶﾙ)278T(M96D5):ﾄﾞｳｶﾘ <Z400>G :             ,K,件,2,0,1,1,3,HARA,,,,,140,N,,
Y5171,N/Y5171,Y5171:撚糸賃:ACB84TXTWSD56T36/2 :S500T/M+S1500T/M(ｲﾀﾘｰ) : :                            ,K,件,2,0,1,1,3,HARA,,,,,230,N,,
Y5191,N/Y5191,Y5191:撚糸賃:ACB84TXTWSD56T36/2 :Z500T/M+Z1500T/M(ｲﾀﾘｰ) : :                            ,K,件,2,0,1,1,3,HARA,,,,,230,N,,
039413XE,O/039413XE,製織賃:039413XE,反,ｍ,1,0,1,1,3,HARA,,,,5195,5195,O,,
039428PX,O/039428PX,製織賃:039428PX,反,ｍ,1,0,1,1,3,HARA,,,,5195,5195,O,,
076410CB,O/076410CB,製織賃:076410CB,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
076410CC,O/076410CC,製織賃:076410CC,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
079664CB,O/079664CB,製織賃:079664CB,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
079664FX,O/079664FX,製織賃:079664FX,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
097064CX,O/097064CX,製織賃:097064CX,反,ｍ,1,0,1,1,3,HARA,,,,8635,8635,O,,
097064JD,O/097064JD,製織賃:097064JD,反,ｍ,1,0,1,1,3,HARA,,,,8635,8635,O,,
097227ZX,O/097227ZX,製織賃:097227ZX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
097400VX,O/097400VX,製織賃:097400VX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
098105VX,O/098105VX,製織賃:098105VX,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
098262JC,O/098262JC,製織賃:098262JC,反,ｍ,1,0,1,1,3,HARA,,,,6610,6610,O,,
098286YA,O/098286YA,製織賃:098286YA,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
098459YB,O/098459YB,製織賃:098459YB,反,ｍ,1,0,1,1,3,HARA,,,,10255,10255,O,,
098477YX,O/098477YX,製織賃:098477YX,反,ｍ,1,0,1,1,3,HARA,,,,6950,6950,O,,
098557CX,O/098557CX,製織賃:098557CX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
098761XX,O/098761XX,製織賃:098761XX,反,ｍ,1,0,1,1,3,HARA,,,,6950,6950,O,,
098762ZX,O/098762ZX,製織賃:098762ZX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
098847LA,O/098847LA,製織賃:098847LA,反,ｍ,1,0,1,1,3,HARA,,,,5800,5800,O,,
099306JA,O/099306JA,製織賃:099306JA,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099307JA,O/099307JA,製織賃:099307JA,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099394YA,O/099394YA,製織賃:099394YA,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099394YX,O/099394YX,製織賃:099394YX,反,ｍ,1,0,1,1,3,HARA,,,,10255,10255,O,,
099401JX,O/099401JX,製織賃:099401JX,反,ｍ,1,0,1,1,3,HARA,,,,8635,8635,O,,
099442VX,O/099442VX,製織賃:099442VX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099453ZX,O/099453ZX,製織賃:099453ZX,反,ｍ,1,0,1,1,3,HARA,,,,6840,6840,O,,
099510ZX,O/099510ZX,製織賃:099510ZX,反,ｍ,1,0,1,1,3,HARA,,,,8230,8230,O,,
099518YX,O/099518YX,製織賃:099518YX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099519LX,O/099519LX,製織賃:099519LX,反,ｍ,1,0,1,1,3,HARA,,,,0,0,O,,
099536YX,O/099536YX,製織賃:099536YX,反,ｍ,1,0,1,1,3,HARA,,,,37117,37117,O,,
099538LX,O/099538LX,製織賃:099538LX,反,ｍ,1,0,1,1,3,HARA,,,,9976,9976,O,,
099550YX,O/099550YX,製織賃:099550YX,反,ｍ,1,0,1,1,3,HARA,,,,10255,10255,O,,
099556YX,O/099556YX,製織賃:099556YX,反,ｍ,1,0,1,1,3,HARA,,,,6750,6750,O,,
