商品コード,商品名/摘要,単位,入数,ケース,仕入日,伝票番号,取引区分,締切,仕入先コード,仕入先名,税転嫁,担当者コード,担当者名,内訳,入荷,倉庫コード,倉庫名,数量,単価,金額,主プロジェクトコード,副プロジェクトコード,プロジェクト名,課税区分,備考,発注番号
O/098761VX,098761VX:製織賃:5112,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"5,555 ","16,665 ",,,,課税 8.0%,,
O/098795YA,098795YA:製織賃:5027,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,500 ","11,000 ",,,,課税 8.0%,,
O/159536YX,159536YX:製織賃:5187,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,500 ","14,000 ",,,,課税 8.0%,,
O/171017YA,171017YA:製織賃:4976,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"7,815 ","31,260 ",,,,課税 8.0%,,
O/290027YX,290027YX:製織賃:5083,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,5 ,"2,850 ","14,250 ",,,,課税 8.0%,,
O/290029ZX,290029ZX:製織賃:5152,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"2,700 ","16,200 ",,,,課税 8.0%,,
O/290034ZX,290034ZX:製織賃:5096,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,500 ","14,000 ",,,,課税 8.0%,,
O/290035UX,290035UX:製織賃:5175･5176,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,12 ,"3,000 ","36,000 ",,,,課税 8.0%,,
O/290066VX,290066VX:製織賃:5141,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"2,250 ","6,750 ",,,,課税 8.0%,,
O/290066YX,290066YX:製織賃:4972･5142,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,15 ,"2,250 ","33,750 ",,,,課税 8.0%,,
O/290108YX,290108YX:製織賃:5165,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"1,900 ","7,600 ",,,,課税 8.0%,,
O/290118YX,290118YX:製織賃:5075･5059･5105,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,9 ,"6,206 ","55,854 ",,,,課税 8.0%,,
O/290129YX,290129YX:製織賃:5133,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,800 ","11,600 ",,,,課税 8.0%,,
O/291012YX,291012YX:製織賃:5037,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,820 ","11,640 ",,,,課税 8.0%,,
O/292002LX,292002LX:製織賃:5129,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"2,700 ","10,800 ",,,,課税 8.0%,,
O/292003YX,292003YX:製織賃:5128,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"3,250 ","3,250 ",,,,課税 8.0%,,
O/292005YX,292005YX:製織賃:5128,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,250 ","13,000 ",,,,課税 8.0%,,
O/295000YX,295000YX:製織賃:5090･5091,反,0 ,0 ,2015年11月03日,00002547,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"4,808 ","14,424 ",,,,課税 8.0%,,
O/076410CB,076410CB:製織賃:5021,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,3 ,"4,860 ","14,580 ",,,,課税 8.0%,,
O/079664CB,079664CB:製織賃:5002･5048,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,6 ,"4,860 ","29,160 ",,,,課税 8.0%,,
O/097064JD,097064JD:製織賃:5018,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/098533YB,098533YB:製織賃:5085,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"7,000 ","14,000 ",,,,課税 8.0%,,
O/124743YB,124743YB:製織賃:5079,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"6,885 ","27,540 ",,,,課税 8.0%,,
O/126947HX,126947HX:製織賃:5080,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"5,265 ","21,060 ",,,,課税 8.0%,,
O/127250JA,127250JA:製織賃:5081,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/127413JD,127413JD:製織賃:4938,反,0 ,0 ,2015年11月03日,00002548,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,1 ,"6,885 ","6,885 ",,,,課税 8.0%,,
O/098762ZX,098762ZX:製織賃:5154,反,0 ,0 ,2015年11月03日,00002549,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"4,050 ","16,200 ",,,,課税 8.0%,,
O/113777HX,113777HX:製織賃:5040,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135672LX,135672LX:製織賃:5146,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,6 ,"4,455 ","26,730 ",,,,課税 8.0%,,
O/135682LX,135682LX:製織賃:5167,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135687LX,135687LX:製織賃:5180,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135688YX,135688YX:製織賃:5162,反,0 ,0 ,2015年11月03日,00002550,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/116054YX,116054YX:製織賃:5215,反,0 ,0 ,2015年11月03日,00002551,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X,上村　茂X,通常,,HARA,原工場,4 ,"3,445 ","13,780 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:116347,本,0 ,0 ,2015年11月03日,00002552,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X1,池田　守,通常,,HARA,原工場,"4,800 ",1.27 ,"6,096 ",,,,課税 8.0%,,
NO099140YX,099140YX,反,0 ,0 ,2015年11月01日,00002553,掛仕入,今回,721,山甚撚糸株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,3 ,"10,500 ","31,500 ",,,,課税 8.0%,SIYF-020,
D/076410CX,076410CX:染色加工賃,M,0 ,0 ,2015年11月09日,00002554,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,44.4 ,400 ,"17,760 ",,,,課税 8.0%,1519288,
D/135239DA,135239DA:染色加工賃,M,0 ,0 ,2015年11月09日,00002560,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,303.9 ,150 ,"45,585 ",,,,課税 8.0%,№1519328,
E/UNCHIN,輸出梱包代 97064-JD,M,0 ,0 ,2015年11月10日,00002561,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,"2,482.6 ",20 ,"49,652 ",,,,課税 8.0%,15M0910-1,
E/UNCHIN,輸出梱包代 97064-JD,M,0 ,0 ,2015年11月10日,00002561,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,931.8 ,20 ,"18,636 ",,,,課税 8.0%,15M0917-3,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月04日,00002562,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,193.3 ,400 ,"77,320 ",,,,課税 8.0%,100152-04-1,
D/113351LX,113351LX:染色加工賃,M,0 ,0 ,2015年11月07日,00002563,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,601.5 ,150 ,"90,225 ",,,,課税 8.0%,1519214,
D/113351LX,113351LX:染色加工賃,M,0 ,0 ,2015年11月07日,00002564,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,399.8 ,150 ,"59,970 ",,,,課税 8.0%,1519213,
J/127250JA,127250JA:整経賃,反,0 ,0 ,2015年11月10日,00002565,掛仕入,今回,831,菱光サイジング株式会社　金津工場,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,199 ,796 ,"158,404 ",,,,課税 8.0%,11/10 11-18426,
J/127250JA-A,127250JA:畦取賃,玉,0 ,0 ,2015年11月10日,00002565,掛仕入,今回,831,菱光サイジング株式会社　金津工場,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,4 ,600 ,"2,400 ",,,,課税 8.0%,11/10 11-18426,
D/159536YX,159536YX:染色加工賃,M,0 ,0 ,2015年11月06日,00002566,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,227.3 ,163 ,"37,049 ",,,,課税 8.0%,1519152,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月10日,00002570,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,450.7 ,170 ,"76,619 ",,,,課税 8.0%,№27105014,
D/098284HA,098284HA:染色加工賃,M,0 ,0 ,2015年11月06日,00002571,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,401.4 ,250 ,"100,350 ",,,,課税 8.0%,15M1010-1,
D/098184VX,098184VX:染色加工賃,M,0 ,0 ,2015年11月06日,00002572,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,301.6 ,250 ,"75,400 ",,,,課税 8.0%,15M1021-1,
D/098727VX,098727VX:染色加工賃,M,0 ,0 ,2015年11月06日,00002573,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,298.6 ,310 ,"92,566 ",,,,課税 8.0%,27-104987,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月06日,00002574,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,46.6 ,400 ,"18,640 ",,,,課税 8.0%,27-104988,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月06日,00002575,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,0.3 ,400 ,120 ,,,,課税 8.0%,27-104989,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月06日,00002576,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,148.7 ,400 ,"59,480 ",,,,課税 8.0%,27-104990,
D/098413YB,098413YB:染色加工賃,M,0 ,0 ,2015年11月05日,00002577,掛仕入,今回,430,東北整練株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,210.9 ,100 ,"21,090 ",,,,課税 8.0%,100149-01-1,
D/SAMPLE,見本:染色加工賃 試織:165494,点,0 ,0 ,2015年11月10日,00002578,掛仕入,今回,623,見附染工株式会社,外税/伝票計,X1,池田　守,通常,,0000,共通倉庫,1 ,"5,000 ","5,000 ",,,,課税 8.0%,15-S343,
N/D5507,D5507:撚糸賃:19461他/ﾗｼｰﾅ(V210)<33T>SD..,K,0 ,0 ,2015年11月04日,00002581,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,280.24 ,400 ,"112,096 ",,,,課税 8.0%,,
N/D5517,D5517:撚糸賃:19715/ﾗｼｰﾅ(V210)<33T>SD30..,K,0 ,0 ,2015年11月04日,00002581,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,148.07 ,400 ,"59,228 ",,,,課税 8.0%,,
N/E7167,E7167:撚糸賃:19801/Z10F<33T>SD30/12(B0..,K,0 ,0 ,2015年11月04日,00002581,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,128.34 ,450 ,"57,753 ",,,,課税 8.0%,,
N/E7177,E7177:撚糸賃:19802/Z10F<33T>SD30/12(B0..,K,0 ,0 ,2015年11月04日,00002581,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,132.3 ,450 ,"59,535 ",,,,課税 8.0%,,
N/430GA,430GA:撚糸賃:19324/PA.ﾃｨﾌｨｺTF<110T>SD1..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,231.44 ,180 ,"41,659 ",,,,課税 8.0%,,
N/A5604,A5604:撚糸賃:18837/ｱﾛﾌﾄPOYW140TSD126/2..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,74.16 ,150 ,"11,124 ",,,,課税 8.0%,,
N/A5614,A5614:撚糸賃:18838/ｱﾛﾌﾄPOYW140TSD126/2..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,61.2 ,150 ,"9,180 ",,,,課税 8.0%,,
N/B9737,B9737:撚糸賃:19429/Z10F<56T>SD50/12(B1..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,165.2 ,250 ,"41,300 ",,,,課税 8.0%,,
N/G4024,G4024:撚糸賃:19645/ﾃｨﾌｨｺTW110TSD(Z300)..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,129.36 ,140 ,"18,110 ",,,,課税 8.0%,,
N/J3935,J3935:撚糸賃:19300/PA.ﾃｨﾌｨｺTFSD100/24(..,K,0 ,0 ,2015年11月04日,00002582,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,155.86 ,200 ,"31,172 ",,,,課税 8.0%,,
N/B6626,B6626:撚糸賃:19683/ﾄﾘｸｼｵﾝ(SDU)120TSD10..,K,0 ,0 ,2015年11月04日,00002583,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,82.34 ,230 ,"18,938 ",,,,課税 8.0%,,
N/B6636,B6636:撚糸賃:19728/ﾄﾘｸｼｵﾝ(SDU)120TSD10..,K,0 ,0 ,2015年11月04日,00002583,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,83.12 ,230 ,"19,117 ",,,,課税 8.0%,,
N/H5815,H5815:撚糸賃:19689/TAC<220T>BR200/34 :..,K,0 ,0 ,2015年11月04日,00002583,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,161.38 ,170 ,"27,434 ",,,,課税 8.0%,,
N/128HA,128HA:撚糸賃:19837/ﾃｨﾌｨｺTW<167T> BB 15..,K,0 ,0 ,2015年11月04日,00002584,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,85.42 ,120 ,"10,250 ",,,,課税 8.0%,,
N/353MA,353MA:撚糸賃:20237他/ﾃｨﾌｨｺTF<110T>SD10..,K,0 ,0 ,2015年11月04日,00002584,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,667.8 ,150 ,"100,170 ",,,,課税 8.0%,,
N/E1805,E1805:撚糸賃:19737/ﾅ.CDFSDY84TSD/36(8C..,K,0 ,0 ,2015年11月04日,00002584,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,146.02 ,180 ,"26,283 ",,,,課税 8.0%,,
N/558DA,558DA:撚糸賃:19767/ﾄｰﾚTF<84T>SD75/36(2..,K,0 ,0 ,2015年11月04日,00002585,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,64.07 ,140 ,"8,969 ",,,,課税 8.0%,,
N/J6484,J6484:撚糸賃:19250/PA.ﾃｨﾌｨｺTFSD100/24(..,K,0 ,0 ,2015年11月04日,00002586,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,,,通常,,HARA,原工場,119.72 ,140 ,"16,760 ",,,,課税 8.0%,,
J/099241LX,099241LX:整経賃:4614,反,0 ,0 ,2015年11月04日,00002587,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,-1 ,"2,365 ","-2,365 ",,,,課税 8.0%,,
J/099242LX,099242LX:整経賃:4655,反,0 ,0 ,2015年11月04日,00002587,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,-1 ,"2,365 ","-2,365 ",,,,課税 8.0%,,
J/115157ZX,115157ZX:整経賃:5251,反,0 ,0 ,2015年11月04日,00002588,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,6 ,"2,500 ","15,000 ",,,,課税 8.0%,,
O/078019BA,078019BA:製織賃:5071,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,465 ","8,930 ",,,,課税 8.0%,,
O/098413YB,098413YB:製織賃:5016･5056,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"7,000 ","14,000 ",,,,課税 8.0%,,
O/098761VX,098761VX:製織賃:5112,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,555 ","11,110 ",,,,課税 8.0%,,
O/098795YA,098795YA:製織賃:5027,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,500 ","11,000 ",,,,課税 8.0%,,
O/159536YX,159536YX:製織賃:5187,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,500 ","14,000 ",,,,課税 8.0%,,
O/171017YA,171017YA:製織賃:4976･5137,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"7,815 ","31,260 ",,,,課税 8.0%,,
O/290027YX,290027YX:製織賃:5083,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,12 ,"2,850 ","34,200 ",,,,課税 8.0%,,
O/290029ZX,290029ZX:製織賃:5152,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"2,700 ","16,200 ",,,,課税 8.0%,,
O/290034ZX,290034ZX:製織賃:5096,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"3,500 ","28,000 ",,,,課税 8.0%,,
O/290035UX,290035UX:製織賃:5175･5176,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,10 ,"3,000 ","30,000 ",,,,課税 8.0%,,
O/290066VX,290066VX:製織賃:5141,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"2,250 ","9,000 ",,,,課税 8.0%,,
O/290066YX,290066YX:製織賃:4972,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,5 ,"2,250 ","11,250 ",,,,課税 8.0%,,
O/290108YX,290108YX:製織賃:5165,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"1,900 ","7,600 ",,,,課税 8.0%,,
O/290118YX,290118YX:製織賃:5183,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"6,206 ","18,618 ",,,,課税 8.0%,,
O/290129YX,290129YX:製織賃:5133,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"5,800 ","5,800 ",,,,課税 8.0%,,
O/292002LX,292002LX:製織賃:5129,反,0 ,0 ,2015年11月04日,00002589,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"2,700 ","21,600 ",,,,課税 8.0%,,
